time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2025-12-26 18:31:08.968 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234459648,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,28,28,9,28, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,221718336,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:32:08.968 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234459648,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,35,35,12,35, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,221718336,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:33:08.968 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,33,33,11,33, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,221718336,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:34:08.968 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,32,32,11,32, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,223815488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:35:08.968 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,30,30,10,30, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,223815488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:36:08.967 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,37,37,13,37, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,223815488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:37:08.967 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,34,34,12,34, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,223815488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:38:08.967 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,33,33,11,33, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,223815488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:39:08.967 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,32,32,11,32, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,223815488,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:40:08.965 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234455552,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,30,30,10,30, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,225912640,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:41:08.966 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,28,28,9,28, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,225912640,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:42:08.965 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,36,36,12,36, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,225912640,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:43:08.965 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,36,36,12,36, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,225912640,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:44:08.965 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,34,34,11,34, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,225912640,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:45:08.965 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,32,32,10,32, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,225912640,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:46:08.964 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,32,32,11,32, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,228009792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:47:08.964 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,30,30,10,30, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,228009792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:48:08.964 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234451456,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,37,37,13,37, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,228009792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:49:08.963 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,44,44,15,44, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,228009792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:50:08.963 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,34,34,11,34, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,228009792,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:51:08.963 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,32,32,11,32, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,228009792,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:52:08.963 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,31,31,11,31, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,230106944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:53:08.964 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,29,29,10,29, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,230106944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:54:08.964 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,27,27,9,27, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,230106944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:55:08.965 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,34,34,11,34, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,230106944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:56:08.966 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234447360,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,33,33,11,33, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,230106944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:57:08.966 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,32,32,11,32, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,230106944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:58:08.967 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,31,31,10,31, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,232204096, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 18:59:08.968 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,29,29,10,29, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,232204096,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:00:08.970 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,29,29,9,29, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,232204096, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:01:08.971 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,44,44,15,44, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,232204096, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:02:08.972 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,34,34,11,34, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,232204096, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:03:08.973 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,33,33,11,33, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,232204096,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:04:08.975 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234443264,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,31,31,10,31, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,234301248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:05:08.976 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234439168,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,36,36,12,36, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,234301248,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:06:08.977 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234439168,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,35,35,11,35, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,234301248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2025-12-26 19:07:08.978 UTC, , , , , , , , , ,125,3171373,24848,672, ,4, , , , , , , , , , , ,4,4, , , ,1,2,4, , , , , , , , , , , ,1, , , ,3171373,3536,2, ,2363, , , , ,4315,619234439168,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4315,1766766908883,,, , , , , , , , , ,3145728,4288,33,33,11,33, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,234301248, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
