time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2025-12-27 14:38:46.026 UTC, , , , , , , , , ,125,3180797,34272,672, ,7, ,12, , , , , , , , , ,7,7, , , ,2,5,7, , , , , , , , , , , ,1, , , ,3180797,30216,13, ,28174, , , , ,31157,619053572096,14,14,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31157,1766844045856,,, , , , , , , , , ,3145728,31128,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,97975136,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:39:46.032 UTC, , , , , , , , , ,125,3180797,34272,672, ,7, ,12, , , , , , , , , ,7,7, , , ,2,5,7, , , , , , , , , , , ,1, , , ,3180797,30216,13, ,28174, , , , ,31157,619053572096,14,14,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31157,1766844045856,,, , , , , , , , , ,3145728,31128,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,97975136,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:40:46.046 UTC, , , , , , , , , ,125,3180797,34272,672, ,7, ,12, , , , , , , , , ,7,7, , , ,2,5,7, , , , , , , , , , , ,1, , , ,3180797,30216,13, ,28174, , , , ,31157,619053572096,14,14,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31157,1766844045856,,, , , , , , , , , ,3145728,31128,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,97975136,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:41:46.049 UTC, , , , , , , , , ,125,3180797,34272,672, ,7, ,12, , , , , , , , , ,7,7, , , ,2,5,7, , , , , , , , , , , ,1, , , ,3180797,30216,13, ,28174, , , , ,31157,619053572096,14,14,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31157,1766844045856,,, , , , , , , , , ,3145728,31128,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,97975136,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:42:46.051 UTC, , , , , , , , , ,125,3180797,34272,672, ,7, ,12, , , , , , , , , ,7,7, , , ,2,5,7, , , , , , , , , , , ,1, , , ,3180797,30216,13, ,28174, , , , ,31157,619053572096,14,14,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31157,1766844045856,,, , , , , , , , , ,3145728,31128,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,100072288,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:43:46.052 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,90, , , , , , , , , ,9,9, , , ,2,6,10, ,10, , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,31157,619053572096,14,14,14,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31157,1766844045856,,, , , , , , , , , ,3145728,33943,45,45,18,45, , , ,3,3, ,3, ,3,6, , ,1, , , , , , , , , ,2815,3, , , , , , , , ,112655200,1, , , , , , ,200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,54, ,116,30,12, , , , , , , , , , 
2025-12-27 14:44:46.054 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,17, , , , , , , , , ,9,9, , , ,2,6,10, ,5, , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,33972,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33972,1766844045856,,, , , , , , , , , ,3145728,33943,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,114752352, , , , , , , ,61, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,15, , , , , , , , , , , 
2025-12-27 14:45:46.056 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,10, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,33972,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33972,1766844045856,,, , , , , , , , , ,3145728,33943,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,114752352, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:46:46.058 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,10, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,33972,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33972,1766844045856,,, , , , , , , , , ,3145728,33943,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,114752352,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:47:46.060 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,10, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,33972,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33972,1766844045856,,, , , , , , , , , ,3145728,33943,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,114752352,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:48:46.063 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,10, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,33972,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33972,1766844045856,,, , , , , , , , , ,3145728,33943,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,114752352,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:49:46.065 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,10, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,33972,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33972,1766844045856,,, , , , , , , , , ,3145728,33943,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,114752352,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:50:46.066 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,51, , , , , , , , , ,9,9, , , ,2,6,9, ,35, , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,34271,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34271,1766844045856,,, , , , , , , , , ,3145728,34242,23,23,5,23, , , ,1,1, ,1, ,3,4, , ,1, , , , , , , , , ,299,1, , , , , , , , ,116849504,1, , , , , , ,261, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, ,218,38, , , , , , , , , , , 
2025-12-27 14:51:46.068 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,34271,619053563904,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34271,1766844045856,,, , , , , , , , , ,3145728,34242,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,116849504, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:52:46.069 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,34271,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34271,1766844045856,,, , , , , , , , , ,3145728,34242,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,116849504,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:53:46.071 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,34271,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34271,1766844045856,,, , , , , , , , , ,3145728,34242,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,116849504, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:54:46.071 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,34271,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34271,1766844045856,,, , , , , , , , , ,3145728,34242,4,4,1,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,116849504,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:55:46.073 UTC, , , , , , , , , ,125,3188925,42400,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3188925,30216,13, ,28174, , , , ,34271,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34271,1766844045856,,, , , , , , , , , ,3145728,34242,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,116849504,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:56:46.078 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,70, , , , , , , , , ,9,9, , , ,2,6,9, ,70, , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34271,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34271,1766844045856,,, , , , , , , , , ,3145728,34737,27,27,12,27, , , ,3,3, ,3, ,3,6, , ,1, , , , , , , , , ,495,3, , , , , , ,1,95,107194192,1, , , , , , ,367, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,311,49,2, , , , , , , , , , 
2025-12-27 14:57:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,68, , , , , , , , , ,9,9, , , ,2,6,9, ,90, , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,113485648, , , , , , , ,440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,384,56, , , , , , , , , , , 
2025-12-27 14:58:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,113485648, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 14:59:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053559808,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,113485648, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:00:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,115582800,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:01:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,115582800,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:02:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,115582800,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:03:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,115582800,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:04:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,23, , , , , , , , , ,9,9, , , ,2,6,9, ,21, , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,19,19,6,19, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,121874256,1, , , , , , ,137, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,117,20, , , , , , , , , , , 
2025-12-27 15:05:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,121874256,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:06:46.079 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,2,2,0,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,123971408,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:07:46.081 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053555712,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,123971408,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:08:46.083 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053551616,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,123971408, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:09:46.087 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053551616,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,64,64,31,64, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,123971408,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:10:46.090 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053551616,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,70,70,23,70, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,123971408, , , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:11:46.093 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053551616,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,123971408,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:12:46.094 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053551616,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,126068560,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:13:46.095 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053551616,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,126068560,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
2025-12-27 15:14:46.095 UTC, , , , , , , , , ,125,3189941,43416,672, ,9, ,12, , , , , , , , , ,9,9, , , ,2,6,9, , , , , , , , , , , ,1, , , ,3189941,30216,13, ,28174, , , , ,34766,619053551616,15,15,15,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34766,1766844045856,,, , , , , , , , , ,3145728,34737,9,9,3,9, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,126068560,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , , 
